Date,Open,High,Low,Close,Volume,Adj Close
2016-09-19,104.470001,107.739998,104.110001,106.959999,17900,106.959999
2016-09-12,104.440002,105.959999,103.290001,104.099998,27900,104.099998
2016-09-06,107.959999,108.43,104.669998,104.809998,26900,104.43013
2016-08-29,106.919998,107.870003,105.309998,107.870003,36400,107.479042
2016-08-22,106.580002,108.00,105.650002,106.809998,35400,106.422874
2016-08-15,105.970001,106.980003,105.25,106.519997,24700,106.133926
2016-08-08,105.709999,106.220001,105.00,105.82,24900,105.43647
2016-08-01,105.269997,105.970001,103.269997,105.589996,40500,105.207298
2016-07-25,104.989998,106.099998,104.510002,105.480003,36600,105.097702
2016-07-18,105.00,105.559998,104.040001,105.349998,22600,104.96817
2016-07-11,102.75,105.75,102.720001,105.209999,34300,104.828674
2016-07-05,100.129997,102.230003,98.449997,102.019997,40700,101.650238
2016-06-27,97.199997,101.129997,94.699997,100.849998,55900,100.484482
2016-06-20,100.949997,102.160004,97.599998,98.209999,19800,97.85405
2016-06-13,100.889999,101.019997,98.580002,99.690002,18100,99.32869
2016-06-06,100.870003,103.379997,100.870003,101.239998,34700,100.475288
2016-05-31,99.769997,101.150002,99.239998,100.540001,24100,99.780579
2016-05-23,96.75,99.599998,96.379997,99.559998,20000,98.807976
2016-05-16,96.690002,97.839996,94.57,96.75,45300,96.019203
2016-05-09,98.400002,99.059998,96.160004,96.330002,54200,95.602379
2016-05-02,100.00,100.110001,96.50,98.190002,39900,97.448326
2016-04-25,99.690002,101.790001,98.489998,99.480003,27400,98.728584
2016-04-18,97.639999,99.980003,97.550003,99.82,19800,99.066017
2016-04-11,95.199997,98.339996,94.690002,98.209999,46700,97.46817
2016-04-04,97.419998,97.559998,93.550003,94.489998,39600,93.776268
2016-03-28,95.019997,97.870003,94.07,97.260002,138700,96.525352
2016-03-21,96.220001,96.589996,93.470001,94.769997,26600,94.054153
2016-03-14,94.970001,96.720001,92.260002,96.57,18000,95.840561
2016-03-07,93.709999,95.559998,92.25,95.010002,17700,94.292351
2016-02-29,89.370003,94.669998,89.220001,94.099998,16200,93.389221
2016-02-22,87.440002,89.459999,86.050003,89.239998,26500,88.565926
2016-02-16,85.260002,87.50,84.440002,86.660004,36100,86.005424
2016-02-08,83.989998,85.18,81.599998,84.00,37100,83.365509
2016-02-01,86.959999,87.43,84.32,84.849998,26600,84.209091
2016-01-25,84.160004,87.550003,82.769997,87.480003,35300,86.819229
2016-01-19,84.529999,85.120003,80.00,84.690002,31700,84.050301
2016-01-11,86.400002,87.050003,82.07,83.860001,40800,83.22657
2016-01-04,91.739998,91.739998,86.099998,86.099998,58200,85.449646
2015-12-28,94.410004,95.239998,92.870003,92.870003,66600,92.16851
2015-12-21,91.870003,95.25,91.190002,94.629997,51900,93.915215
2015-12-14,96.839996,99.059998,91.169998,91.410004,37700,90.719543
2015-12-07,101.879997,101.879997,96.330002,96.650002,15900,91.103355
2015-11-30,103.57,103.93,101.00,102.099998,33900,96.240578
2015-11-23,101.330002,103.480003,101.18,103.269997,11400,97.34343
2015-11-16,98.68,101.769997,98.510002,101.43,34800,95.609032
2015-11-09,103.260002,103.260002,98.529999,98.760002,12500,93.092262
2015-11-02,100.620003,103.550003,100.620003,103.550003,13600,97.607368
2015-10-26,102.150002,102.150002,98.489998,100.440002,40400,94.67585
2015-10-19,99.480003,100.839996,98.959999,100.559998,10900,94.788956
2015-10-12,100.389999,100.830002,97.849998,100.110001,20100,94.364784
2015-10-05,95.779999,100.629997,95.779999,100.410004,35500,94.647575
2015-09-28,95.669998,95.669998,92.519997,94.839996,21200,89.397224
2015-09-21,97.25,97.949997,94.50,95.779999,16200,90.283279
2015-09-14,97.360001,99.959999,96.400002,96.580002,16000,91.037369
2015-09-08,97.440002,98.559998,96.059998,97.050003,20300,91.134399
2015-08-31,97.610001,98.559998,95.529999,96.349998,19700,90.477066
2015-08-24,97.400002,98.18,59.00,98.150002,29300,92.167351
2015-08-17,102.089996,103.160004,98.010002,98.419998,17200,92.420891
2015-08-10,101.860001,102.989998,100.519997,102.349998,19400,96.111343
2015-08-03,103.089996,103.82,101.190002,101.440002,17500,95.256813
2015-07-27,101.230003,103.75,100.00,102.989998,14600,96.712326
2015-07-20,105.459999,105.459999,101.599998,101.690002,20400,95.491577
2015-07-13,105.800003,106.919998,105.290001,105.510002,23900,99.078728
2015-07-06,104.849998,105.639999,103.339996,105.489998,18000,99.059944
2015-06-29,108.00,108.220001,105.419998,105.849998,26900,99.398003
2015-06-22,108.800003,109.510002,108.129997,108.919998,14500,102.280869
2015-06-15,107.25,108.980003,106.099998,108.580002,19300,101.961601
2015-06-08,107.18,108.43,106.080002,107.870003,18900,100.931458
2015-06-01,106.870003,107.919998,105.459999,107.160004,11800,100.267128
2015-05-26,106.50,106.879997,105.290001,105.989998,18000,99.172379
2015-05-18,106.32,107.980003,106.32,106.790001,14500,99.920921
2015-05-11,105.839996,106.75,104.389999,106.550003,15200,99.696358
2015-05-04,105.650002,106.449997,104.290001,106.080002,15200,99.256592
2015-04-27,108.040001,108.599998,104.860001,105.540001,13300,98.751328
2015-04-20,107.07,108.18,106.489998,107.669998,8300,100.744316
2015-04-13,107.449997,109.059998,106.239998,106.599998,12800,99.743141
2015-04-06,106.970001,108.07,106.480003,107.580002,10900,100.66011
2015-03-30,106.529999,107.900002,106.150002,107.489998,16200,100.57589
2015-03-23,107.839996,108.529999,105.25,106.129997,11900,99.303368
2015-03-16,106.050003,107.889999,105.589996,107.870003,41100,100.931458
2015-03-09,104.980003,106.440002,103.470001,105.790001,12300,98.606812
2015-03-02,106.459999,107.199997,104.489998,104.519997,15600,97.423042
2015-02-23,105.669998,107.010002,104.769997,106.459999,17800,99.231316
2015-02-17,105.550003,106.099998,104.800003,105.849998,10400,98.662735
2015-02-09,104.279999,105.849998,103.279999,105.629997,27700,98.457672
2015-02-02,100.660004,105.620003,99.800003,104.830002,18200,97.711998
2015-01-26,102.669998,103.739998,100.389999,100.389999,15300,93.573471
2015-01-20,101.82,103.209999,100.529999,102.809998,13800,95.829147
2015-01-12,102.730003,104.18,100.019997,101.959999,23400,95.036865
2015-01-05,104.769997,105.00,100.940002,102.760002,25600,95.782547
2014-12-29,106.559998,107.669998,104.139999,105.400002,39000,98.243294
2014-12-22,104.459999,106.889999,104.25,106.82,13100,99.566872
2014-12-15,108.480003,111.419998,103.860001,104.910004,12900,97.786568
