Date,Open,High,Low,Close,Volume,Adj Close
2016-09-19,68.00,69.459999,66.870003,67.639999,16512000,67.639999
2016-09-12,69.209999,70.75,67.010002,67.449997,21379000,67.449997
2016-09-06,69.260002,71.940002,69.199997,69.699997,16928900,69.281242
2016-08-29,69.18,70.279999,67.769997,69.080002,11044500,68.664978
2016-08-22,69.800003,70.279999,69.050003,69.379997,13903200,68.963165
2016-08-15,69.089996,71.00,68.709999,70.410004,14171900,69.986984
2016-08-08,68.00,68.910004,67.190002,68.699997,15689600,68.287254
2016-08-01,66.790001,67.620003,64.57,67.529999,21674200,67.124283
2016-07-25,67.870003,68.019997,65.690002,67.379997,13741700,66.975182
2016-07-18,69.029999,69.309998,67.879997,68.32,9039100,67.909538
2016-07-11,68.07,69.82,67.779999,69.230003,11569800,68.814079
2016-07-05,67.68,68.339996,66.349998,67.709999,14158200,67.3032
2016-06-27,65.870003,68.849998,64.110001,68.599998,15475100,68.187859
2016-06-20,67.849998,69.029999,66.290001,66.540001,13762400,66.140236
2016-06-13,67.040001,68.080002,65.339996,66.889999,15609900,66.488129
2016-06-06,67.190002,70.260002,67.07,67.370003,15760500,66.527191
2016-05-31,67.290001,67.82,66.050003,66.540001,14277300,65.707573
2016-05-23,65.769997,67.919998,65.540001,67.129997,11161200,66.290184
2016-05-16,65.839996,66.910004,64.489998,66.160004,15841000,65.332329
2016-05-09,64.900002,66.739998,63.50,64.989998,13087200,64.176956
2016-05-02,67.379997,67.660004,64.50,65.269997,15345400,64.453453
2016-04-25,66.809998,68.82,65.790001,67.50,18489000,66.655556
2016-04-18,62.23,67.290001,62.080002,67.040001,18843000,66.201317
2016-04-11,62.869999,64.540001,62.110001,63.540001,18845100,62.745102
2016-04-04,60.950001,62.709999,59.939999,62.369999,16334100,61.589737
2016-03-28,61.860001,62.619999,60.459999,61.060001,14105500,60.296127
2016-03-21,63.240002,63.689999,60.400002,61.84,16317100,61.066368
2016-03-14,61.580002,64.279999,60.66,63.490002,25818100,62.695728
2016-03-07,60.93,62.57,59.669998,62.360001,28440600,61.143318
2016-02-29,57.459999,61.830002,56.400002,60.959999,25673700,59.77063
2016-02-22,57.889999,58.52,55.07,57.23,22237400,56.113407
2016-02-16,56.209999,58.240002,55.02,56.810001,29260300,55.701603
2016-02-08,54.830002,56.00,52.369999,55.279999,35240500,54.20145
2016-02-01,57.240002,58.50,54.110001,55.939999,31330800,54.848576
2016-01-25,54.68,58.27,53.099998,58.209999,32127900,57.074287
2016-01-19,54.759998,56.119999,49.93,55.740002,42368200,54.652481
2016-01-11,56.279999,56.459999,53.080002,54.349998,34590300,53.289597
2016-01-04,60.16,60.779999,55.84,56.049999,22321800,54.956429
2015-12-28,60.50,61.669998,59.580002,60.32,15478400,59.14312
2015-12-21,58.799999,62.290001,58.209999,61.57,21683000,60.368729
2015-12-14,60.169998,62.720001,58.77,58.790001,30630400,57.642971
2015-12-07,63.099998,63.740002,60.25,60.459999,31362600,58.748257
2015-11-30,68.050003,68.68,63.48,64.699997,22777700,62.868214
2015-11-23,66.839996,69.129997,66.410004,67.769997,13706800,65.851295
2015-11-16,65.889999,68.629997,65.839996,66.900002,17334000,65.005928
2015-11-09,69.639999,70.410004,65.199997,65.980003,15366600,64.111977
2015-11-02,67.620003,71.93,67.519997,69.800003,16885500,67.82383
2015-10-26,68.129997,68.760002,65.110001,68.029999,15342100,66.103935
2015-10-19,68.540001,68.900002,67.139999,68.260002,16458100,66.327431
2015-10-12,69.050003,69.559998,67.040001,69.230003,19460000,67.269966
2015-10-05,64.650002,69.669998,64.589996,68.940002,28866700,66.988174
2015-09-28,61.720001,63.889999,59.389999,63.849998,17747200,62.042278
2015-09-21,63.77,63.93,61.09,62.369999,16294000,60.604183
2015-09-14,62.93,66.440002,62.50,63.099998,17114800,61.313515
2015-09-08,64.480003,66.019997,62.490002,63.369999,16485600,61.124992
2015-08-31,65.25,66.860001,63.18,63.790001,25802800,61.530113
2015-08-24,59.790001,66.419998,58.740002,65.75,34826900,63.420677
2015-08-17,69.00,69.830002,63.459999,63.50,18307000,61.250385
2015-08-10,67.169998,70.739998,67.169998,69.339996,19183200,66.883492
2015-08-03,68.639999,69.07,66.290001,67.029999,17700800,64.655327
2015-07-27,68.620003,71.50,68.209999,69.379997,18795800,66.922073
2015-07-20,72.57,72.580002,69.25,69.510002,12624200,67.04747
2015-07-13,73.739998,74.839996,72.199997,72.440002,12335600,69.873672
2015-07-06,73.550003,74.480003,72.419998,73.489998,15184500,70.886467
2015-06-29,75.120003,75.599998,73.900002,74.529999,13169500,71.889626
2015-06-22,76.599998,77.360001,75.339996,76.080002,8990200,73.38472
2015-06-15,76.419998,78.120003,75.879997,75.910004,11482800,73.220741
2015-06-08,77.370003,78.440002,76.82,76.949997,9889300,73.73407
2015-06-01,78.589996,79.110001,76.75,77.669998,12442500,74.423981
2015-05-26,79.550003,79.720001,77.980003,78.389999,12425200,75.113892
2015-05-18,80.510002,80.839996,79.279999,80.199997,10044200,76.848244
2015-05-11,81.839996,81.879997,79.809998,80.669998,11985800,77.298607
2015-05-04,83.07,83.660004,79.839996,81.760002,15762100,78.343056
2015-04-27,82.32,83.379997,81.610001,82.870003,13252100,79.40667
2015-04-20,82.00,83.120003,81.010002,81.980003,11748700,78.553864
2015-04-13,80.489998,83.230003,79.209999,81.910004,16372400,78.486786
2015-04-06,78.169998,80.269997,77.809998,80.139999,12891300,76.790756
2015-03-30,77.139999,78.230003,77.00,77.720001,13685600,74.471893
2015-03-23,77.080002,78.25,76.080002,76.400002,14025000,73.207062
2015-03-16,74.220001,77.949997,73.989998,76.910004,20898000,73.695747
2015-03-09,76.650002,77.529999,73.82,74.629997,17955900,71.028419
2015-03-02,78.860001,79.230003,76.589996,76.779999,15470300,73.074661
2015-02-23,79.75,81.00,78.940002,79.019997,16769400,75.206558
2015-02-17,81.650002,82.43,79.260002,80.540001,22755200,76.653214
2015-02-09,80.160004,82.129997,78.410004,82.040001,25196300,78.080818
2015-02-02,76.480003,80.57,75.959999,79.82,36304400,75.967957
2015-01-26,76.919998,78.080002,73.209999,75.550003,30553900,71.904022
2015-01-20,74.839996,77.760002,73.93,76.660004,27645700,72.960457
2015-01-12,75.389999,75.389999,71.699997,75.230003,39846400,71.599464
2015-01-05,78.419998,78.449997,74.589996,76.360001,34320600,72.674934
2014-12-29,80.290001,81.00,78.379997,79.529999,21665800,75.691948
2014-12-22,79.970001,80.989998,78.919998,80.110001,22069900,76.243958
2014-12-15,74.629997,80.669998,72.510002,80.57,53248400,76.681763
2014-12-08,79.199997,79.50,73.889999,74.019997,41000200,70.012932
2014-12-01,79.389999,82.610001,78.669998,80.279999,32670600,75.934052
2014-11-24,88.209999,88.690002,79.580002,79.82,25660900,75.498955
2014-11-17,85.68,89.220001,85.230003,88.50,18447500,83.709068
2014-11-10,88.550003,88.959999,83.949997,86.209999,21500100,81.543037
2014-11-03,87.480003,88.480003,83.529999,87.790001,23711600,83.037506
2014-10-27,84.239998,87.519997,82.940002,87.419998,22510800,82.687531
2014-10-20,82.629997,86.809998,82.220001,85.599998,29161700,80.966057
2014-10-13,83.370003,85.900002,77.510002,82.699997,54162100,78.223045
2014-10-06,88.620003,89.169998,82.639999,83.550003,34230300,79.027039
2014-09-29,90.809998,91.940002,86.779999,88.169998,21100800,83.396927
2014-09-22,93.639999,93.690002,90.50,91.980003,13886100,87.000679
2014-09-15,93.459999,95.959999,92.989998,93.790001,11935000,88.712692
2014-09-08,96.599998,96.68,93.269997,93.559998,11871000,88.042114
2014-09-02,98.599998,98.690002,95.82,97.080002,9223600,91.354523
2014-08-25,97.279999,98.870003,97.25,98.739998,4461500,92.916611
2014-08-18,96.720001,97.760002,96.220001,97.010002,6698700,91.288651
2014-08-11,97.230003,97.580002,95.50,96.370003,9276600,90.686394
2014-08-04,95.830002,97.699997,94.489998,96.599998,13145000,90.902824
2014-07-28,99.760002,100.129997,95.019997,95.849998,12041100,90.19706
2014-07-21,98.739998,100.970001,98.589996,99.839996,6525100,93.951736
2014-07-14,98.879997,100.550003,98.18,98.989998,8865500,93.151871
2014-07-07,100.290001,100.300003,98.139999,98.400002,9889300,92.596672
2014-06-30,99.949997,100.660004,99.559998,100.389999,5698400,94.469307
2014-06-23,101.239998,101.519997,98.639999,100.019997,11174000,94.121124
2014-06-16,98.769997,100.989998,98.309998,100.93,11213800,94.977455
2014-06-09,96.940002,98.43,96.300003,98.419998,7335200,92.187462
2014-06-02,95.400002,96.949997,94.919998,96.809998,5271100,90.679413
2014-05-27,94.419998,95.43,94.059998,95.309998,6457200,89.274399
2014-05-19,93.139999,94.839996,93.139999,94.150002,5543000,88.187866
2014-05-12,94.099998,95.019997,92.93,93.400002,8289400,87.485359
2014-05-05,93.370003,95.25,93.199997,93.669998,8964400,87.738258
2014-04-28,93.550003,94.660004,92.610001,93.720001,9937500,87.785095
2014-04-21,92.879997,94.25,92.709999,93.230003,8232300,87.326126
2014-04-14,89.129997,93.07,88.709999,92.790001,15997600,86.913986
2014-04-07,89.949997,90.190002,88.220001,88.449997,11173500,82.848816
2014-03-31,89.50,91.300003,88.790001,90.160004,10699400,84.450539
2014-03-24,87.330002,89.25,86.720001,89.059998,9423800,83.420189
2014-03-17,86.720001,87.839996,86.190002,87.059998,9916100,81.546844
2014-03-10,87.93,88.330002,85.970001,86.379997,10485400,80.513939
2014-03-03,87.120003,88.300003,86.809998,88.019997,10298900,82.042564
2014-02-24,86.669998,88.480003,86.580002,87.650002,11610600,81.697693
2014-02-18,86.160004,87.410004,86.010002,86.410004,13423900,80.541901
2014-02-10,84.019997,86.199997,83.279999,86.029999,9612000,80.187706
2014-02-03,83.300003,84.169998,81.779999,84.040001,19642800,78.332848
2014-01-27,84.480003,84.910004,83.029999,83.379997,14708200,77.717667
2014-01-21,86.620003,87.220001,84.279999,84.330002,13902500,78.603157
2014-01-13,86.660004,86.830002,85.089996,86.010002,13107500,80.169067
2014-01-06,87.190002,87.769997,86.110001,86.900002,9908300,80.998627
2013-12-30,88.400002,88.540001,86.75,86.93,8992200,81.026588
2013-12-23,86.989998,88.410004,86.650002,88.290001,7521400,82.294228
2013-12-16,85.589996,87.010002,84.809998,86.669998,12837100,80.784241
2013-12-09,86.599998,86.860001,84.739998,85.129997,12292600,78.980919
2013-12-02,86.529999,87.089996,85.739998,86.410004,10448500,80.168472
2013-11-25,88.139999,88.139999,86.120003,86.440002,7705800,80.196304
2013-11-18,88.029999,88.239998,86.400002,88.230003,9573200,81.85701
2013-11-11,86.699997,87.68,85.519997,87.660004,8360200,81.328178
2013-11-04,86.50,87.269997,85.00,86.550003,11694100,80.298355
2013-10-28,86.650002,87.620003,85.040001,86.080002,9391400,79.862305
2013-10-21,86.900002,87.589996,85.209999,86.599998,11119200,80.344742
2013-10-14,83.790001,86.989998,83.599998,86.940002,11520700,80.660187
2013-10-07,82.870003,84.550003,81.309998,84.290001,11272900,78.201599
2013-09-30,82.540001,83.959999,82.389999,83.739998,9688900,77.691322
2013-09-23,83.82,84.330002,83.220001,83.550003,8029000,77.515053
2013-09-16,84.599998,85.739998,83.809998,84.040001,9549400,77.969658
2013-09-09,83.18,84.559998,83.059998,83.949997,8993700,77.526558
2013-09-03,82.389999,83.529999,81.769997,82.879997,7565600,76.538429
2013-08-26,81.989998,82.779999,80.949997,81.57,9862100,75.328667
2013-08-19,81.029999,83.00,79.830002,81.760002,9020100,75.504128
2013-08-12,82.029999,82.580002,80.910004,81.230003,7842300,75.014687
2013-08-05,83.089996,83.400002,82.050003,82.589996,7054600,76.270615
2013-07-29,82.739998,83.849998,81.68,83.389999,9261700,77.009407
2013-07-22,83.599998,83.959999,82.239998,83.00,7720300,76.649246
2013-07-15,81.959999,83.720001,80.82,83.720001,9029200,77.314156
2013-07-08,80.349998,81.959999,80.300003,81.910004,10982400,75.642654
2013-07-01,78.790001,79.989998,78.349998,79.959999,9054200,73.84185
2013-06-24,77.32,79.339996,76.019997,78.300003,12325800,72.308868
2013-06-17,80.449997,81.900002,77.25,78.169998,15987300,72.188812
2013-06-10,81.660004,81.68,79.18,79.910004,10135200,73.443695
2013-06-03,80.800003,81.389999,79.099998,81.309998,16209700,74.7304
2013-05-28,82.860001,83.230003,80.489998,80.50,12635800,73.985947
2013-05-20,82.080002,83.949997,80.849998,81.709999,12465300,75.09803
2013-05-13,80.07,82.209999,79.809998,82.120003,11356900,75.474861
2013-05-06,79.510002,81.080002,79.510002,80.269997,10046900,73.774551
2013-04-29,77.650002,79.68,76.959999,79.470001,13044000,73.039291
2013-04-22,74.93,78.239998,74.279999,77.18,13162300,70.934601
2013-04-15,77.129997,77.169998,73.519997,74.559998,19166400,68.526611
2013-04-08,77.419998,79.620003,77.150002,78.00,11684700,71.688248
2013-04-01,79.309998,79.540001,75.989998,77.300003,12386300,71.044891
2013-03-25,79.059998,79.870003,78.120003,79.309998,7340100,72.892242
2013-03-18,78.589996,79.440002,77.389999,78.75,8680800,72.377556
2013-03-11,78.730003,80.139999,78.389999,79.599998,9342100,73.158775
2013-03-04,77.519997,79.120003,76.849998,78.989998,8977900,72.274246
2013-02-25,78.480003,78.720001,75.459999,77.790001,12971300,71.17627
2013-02-19,78.739998,79.43,76.580002,77.970001,9822900,71.340965
2013-02-11,78.589996,79.510002,77.949997,78.449997,8301000,71.780151
2013-02-04,77.400002,78.610001,77.279999,78.580002,11024800,71.899109
2013-01-28,77.18,78.589996,76.309998,78.07,10274700,71.432465
2013-01-22,75.360001,77.050003,75.150002,76.889999,8483800,70.352791
2013-01-14,73.57,75.489998,73.190002,75.489998,10106000,69.071815
2013-01-07,73.449997,73.720001,72.519997,73.610001,7490900,67.351654
2012-12-31,69.709999,73.889999,69.57,73.790001,12502300,67.51635
2012-12-24,71.919998,71.989998,69.769997,69.830002,8393200,63.893032
2012-12-17,71.459999,73.389999,71.330002,72.07,10597900,65.942589
2012-12-10,71.529999,72.82,70.910004,71.220001,8622500,64.834488
2012-12-03,71.599998,71.699997,70.370003,71.559998,10436900,65.144005
2012-11-26,70.989998,71.709999,69.43,71.059998,9616500,64.688828
2012-11-19,69.860001,71.610001,69.739998,71.610001,7385300,65.189522
2012-11-12,69.82,70.309998,67.769997,68.919998,14450900,62.740704
2012-11-05,70.919998,73.059998,69.150002,69.550003,12844200,63.31422
2012-10-31,72.25,72.690002,70.82,71.059998,10627100,64.688828
2012-10-22,73.860001,74.099998,71.019997,71.959999,11553900,65.508141
2012-10-15,72.43,75.190002,71.910004,73.830002,12058800,67.21048
2012-10-08,73.169998,74.379997,72.040001,72.559998,9991700,66.054344
2012-10-01,73.940002,74.529999,72.669998,73.580002,11550900,66.982895
2012-09-24,74.029999,74.639999,72.540001,73.43,10692500,66.846344
2012-09-17,76.260002,76.809998,73.779999,74.68,11870500,67.984268
2012-09-10,73.349998,77.349998,73.099998,76.57,10220700,69.394104
2012-09-04,71.459999,73.470001,70.400002,73.449997,10736100,66.566498
2012-08-27,72.059998,72.50,70.610001,71.529999,7435100,64.826439
2012-08-20,72.379997,73.029999,71.059998,71.980003,7531400,65.234268
2012-08-13,72.360001,72.779999,71.669998,72.57,8186000,65.768974
2012-08-06,70.57,72.510002,70.50,72.370003,10196900,65.587715
2012-07-30,70.120003,70.870003,68.160004,70.440002,13542100,63.838593
2012-07-23,67.360001,70.489998,66.160004,70.220001,12855900,63.639206
2012-07-16,66.559998,68.839996,66.169998,68.790001,14498200,62.343224
2012-07-09,66.239998,66.830002,64.639999,66.769997,15781500,60.512527
2012-07-02,66.370003,68.699997,65.669998,66.290001,13394800,60.077515
2012-06-25,62.50,66.50,61.470001,66.370003,15948500,60.150017
2012-06-18,64.970001,66.43,62.669998,63.439999,17212100,57.494606
2012-06-11,65.160004,65.690002,63.41,65.620003,14580500,59.470306
2012-06-04,62.279999,65.879997,61.110001,64.50,17178200,58.174282
2012-05-29,65.879997,66.690002,61.959999,62.040001,20871500,55.955544
2012-05-21,64.029999,66.419998,63.779999,65.129997,16116600,58.742496
